,Error
0,53.3907470703125
1,-55.8021240234375
2,84.9429931640625
3,-1.5076904296875
4,90.9747314453125
5,-80.665771484375
6,86.2911376953125
7,83.3792724609375
8,-103.490234375
9,153.8973388671875
10,-53.325927734375
11,42.2464599609375
12,-22.2418212890625
13,52.1435546875
14,15.6632080078125
15,-72.139404296875
16,36.0390625
17,-61.739501953125
18,56.6287841796875
19,-42.8653564453125
20,-13.413818359375
21,50.9365234375
22,-21.565185546875
23,21.4385986328125
24,-96.5015869140625
25,1.49853515625
26,-33.12548828125
27,-2.378662109375
28,-14.565673828125
29,-57.8787841796875
30,2.5987548828125
31,-13.420654296875
32,-26.6739501953125
33,8.9371337890625
34,37.9495849609375
35,-59.431396484375
36,-11.738037109375
37,-12.8961181640625
38,-0.8914794921875
39,35.14208984375
40,-118.5682373046875
41,4.792724609375
42,12.1683349609375
43,-13.015869140625
44,-29.899658203125
45,-0.9510498046875
46,-35.5565185546875
47,-17.69775390625
48,-23.31982421875
49,21.577880859375
50,10.4610595703125
51,-16.3128662109375
52,-21.71484375
53,-15.0894775390625
54,5.3787841796875
55,-41.8037109375
56,6.1871337890625
57,-19.706787109375
58,-8.9906005859375
59,-8.635986328125
60,-5.635986328125
61,-19.717041015625
62,-6.94384765625
63,-15.561767578125
64,-2.1622314453125
65,15.052490234375
66,-37.8455810546875
67,-5.686279296875
68,-19.097900390625
69,-12.74755859375
70,55.3062744140625
71,-31.885986328125
72,-1.103759765625
73,-31.8363037109375
74,-5.739501953125
75,8.145751953125
76,-4.127685546875
77,-24.9317626953125
78,-13.5670166015625
79,26.80810546875
80,-23.937255859375
81,82.8818359375
82,-63.209716796875
83,-1.094970703125
84,-33.7777099609375
85,-21.352783203125
86,-33.590087890625
87,10.3746337890625
88,-25.1226806640625
89,-17.52197265625
90,-39.5169677734375
91,27.9688720703125
92,-33.002685546875
93,6.847412109375
94,-21.4725341796875
95,-1.5589599609375
96,-62.3095703125
97,14.8023681640625
98,-32.0494384765625
99,52.131103515625
100,-27.3646240234375
101,-14.957763671875
102,22.880859375
103,-37.1168212890625
104,-2.865234375
105,38.864990234375
106,-9.4898681640625
107,10.3197021484375
108,-17.1265869140625
