,Error
109,-24.1826171875
110,7.0322265625
111,-10.0833740234375
112,14.004150390625
113,-37.1600341796875
114,-6.5416259765625
115,2.023193359375
116,-18.79443359375
117,-43.4022216796875
118,12.466796875
119,-52.3875732421875
120,6.6953125
121,-28.068603515625
122,-24.0498046875
123,-53.7174072265625
124,17.6212158203125
125,-38.5941162109375
126,7.832763671875
127,-50.5677490234375
128,-65.69091796875
129,86.7347412109375
130,-7.929443359375
131,54.857666015625
132,-55.5599365234375
133,43.3846435546875
134,-12.9150390625
135,7.9781494140625
136,-27.7586669921875
137,28.28271484375
138,11.41064453125
139,32.462158203125
140,18.344482421875
141,-36.9554443359375
142,62.154296875
143,-32.6142578125
144,-1.752685546875
145,-22.63818359375
146,0.013671875
147,-5.1461181640625
148,-23.494873046875
149,31.2550048828125
150,-44.68701171875
151,39.929443359375
152,-29.0511474609375
153,-21.0167236328125
154,-33.7666015625
155,-54.199462890625
156,-0.189453125
157,-13.4951171875
158,-0.9290771484375
159,-29.6639404296875
160,33.1517333984375
161,-47.7481689453125
162,-31.0743408203125
163,-28.645263671875
164,-31.849365234375
165,43.828125
166,-47.0673828125
167,93.533447265625
168,-98.8609619140625
169,-21.2994384765625
170,-16.4473876953125
171,-30.25537109375
172,-102.5618896484375
173,2.0335693359375
174,-31.58935546875
175,-14.3099365234375
176,-1.660400390625
177,-38.99658203125
178,-5.2681884765625
179,-51.9195556640625
180,-5.8822021484375
181,-15.0333251953125
182,5.80810546875
183,-42.65625
184,21.05517578125
185,-24.5416259765625
186,-37.8648681640625
187,-4.54248046875
188,-40.9083251953125
189,31.196533203125
190,-74.2371826171875
191,-13.4293212890625
192,-21.1810302734375
193,-16.73291015625
194,-10.1983642578125
195,-20.430908203125
196,19.2674560546875
197,-23.976318359375
198,-12.5531005859375
199,7.7762451171875
200,-29.1402587890625
201,3.2435302734375
202,-4.3819580078125
203,4.49609375
204,-23.90185546875
205,14.391357421875
206,-29.3824462890625
207,-4.2144775390625
208,-50.5670166015625
209,24.1318359375
210,-12.56982421875
211,-20.9656982421875
212,15.698974609375
213,-37.0750732421875
214,8.1439208984375
215,-73.970458984375
216,-4.322021484375
217,15.2257080078125
218,-8.2852783203125
219,-21.82177734375
220,5.500732421875
221,-16.9638671875
222,-61.9412841796875
223,-87.0863037109375
224,5.4466552734375
225,-50.543212890625
226,-7.8363037109375
227,-53.4573974609375
228,76.177490234375
229,-107.3736572265625
230,59.7816162109375
231,-129.791259765625
232,16.2918701171875
233,-191.8831787109375
234,62.522216796875
235,-137.9410400390625
236,26.46044921875
237,-74.5985107421875
238,-25.80419921875
239,-45.835693359375
240,-39.31591796875
241,-52.46630859375
242,-33.916259765625
243,-29.319580078125
244,-24.69580078125
245,-2.974365234375
246,-52.6314697265625
247,-33.970703125
248,38.7506103515625
249,-72.9075927734375
250,-32.232177734375
251,-15.64697265625
252,14.6248779296875
253,-70.2501220703125
254,-51.350830078125
255,69.9161376953125
256,-117.3992919921875
257,35.176025390625
258,-126.5223388671875
259,84.895751953125
260,-110.765625
261,1.908935546875
262,-49.22314453125
263,36.806884765625
264,-75.31884765625
265,13.7164306640625
266,-64.6317138671875
267,8.4296875
268,-47.12353515625
269,-1.6920166015625
270,-59.9638671875
271,-3.01220703125
272,-55.33740234375
273,-78.3935546875
274,-92.37744140625
275,-11.663330078125
276,-96.88916015625
277,-32.573486328125
278,-84.866455078125
279,0.04638671875
280,-99.075439453125
281,-0.56689453125
282,-122.83544921875
283,2.02490234375
284,-93.55078125
285,-10.493408203125
286,-75.595458984375
287,-1.32568359375
288,-122.621337890625
289,-1.326416015625
290,-64.072509765625
291,-109.04052734375
292,-58.977294921875
293,-42.63330078125
294,-62.02392578125
295,-14.77734375
296,-85.39990234375
297,-48.093505859375
298,-71.221435546875
299,13.89013671875
300,-68.98486328125
301,43.435302734375
302,-120.556884765625
303,-23.754638671875
304,-54.571044921875
305,-19.17822265625
306,-65.982666015625
307,-73.36181640625
308,-16.47607421875
309,-136.613037109375
310,3.3935546875
311,-129.932373046875
312,19.963134765625
313,-129.123046875
314,-24.021728515625
315,-76.571044921875
316,-32.003173828125
317,-123.26806640625
318,-26.0244140625
319,-109.506103515625
320,-42.27490234375
321,-115.654541015625
322,-27.6962890625
323,-116.9208984375
324,-28.852783203125
325,-94.797119140625
326,-62.167236328125
327,-55.43994140625
328,-95.74560546875
329,-55.0537109375
330,-69.2568359375
331,-85.739013671875
332,-49.02880859375
333,-82.24560546875
334,-41.52197265625
335,-71.498046875
336,-78.722900390625
337,-98.130615234375
338,-68.530029296875
339,-88.099365234375
340,-52.905517578125
341,-103.6298828125
342,-72.7080078125
343,-88.728271484375
344,-94.971435546875
345,-55.007568359375
346,-116.474853515625
347,-1.2900390625
348,-176.750732421875
349,-24.907958984375
350,-137.965576171875
351,-134.846435546875
352,-95.56396484375
353,-59.52294921875
354,-132.6689453125
355,-67.212158203125
356,-87.493896484375
357,-111.073486328125
358,-75.33056640625
359,-98.876708984375
360,-103.28564453125
361,-82.65869140625
362,-121.48828125
363,-74.56396484375
364,-105.901611328125
365,-101.728759765625
366,-89.138916015625
367,-113.540283203125
368,-51.733642578125
369,-117.59619140625
370,-75.072021484375
371,-129.234619140625
372,-116.76318359375
373,-113.296142578125
374,-118.8134765625
375,-92.10595703125
376,-177.182373046875
377,-80.285888671875
378,-153.8974609375
379,-105.887451171875
380,-100.914794921875
381,-147.01025390625
382,-101.898193359375
383,-116.674072265625
384,-120.0693359375
385,-49.98583984375
386,-192.125732421875
387,-28.551513671875
388,-208.985595703125
389,-16.2001953125
390,-135.421630859375
391,-36.689208984375
392,-151.65380859375
393,-64.61279296875
394,-134.216796875
395,-90.231201171875
396,-91.6904296875
397,-10.769775390625
398,-131.841796875
399,-6.684326171875
400,-189.901123046875
401,68.3662109375
402,-255.826171875
403,33.70166015625
404,-219.689697265625
405,-16.687744140625
406,-139.378662109375
407,-29.465087890625
408,-167.441650390625
409,-99.91552734375
410,-102.915771484375
411,-143.3095703125
412,-103.172119140625
413,-98.505615234375
414,-136.9140625
415,-5.271484375
416,-192.3310546875
417,-29.806396484375
418,-280.681396484375
419,27.769775390625
420,-297.1845703125
421,92.135009765625
422,-347.30859375
423,48.6962890625
424,-293.221923828125
425,-9.08740234375
426,-228.97900390625
427,-56.165771484375
428,-136.744873046875
429,-122.760009765625
430,-167.15380859375
431,-82.560546875
432,-166.9150390625
433,-98.3623046875
434,-182.62158203125
435,-72.475830078125
436,-125.921630859375
437,-119.849853515625
438,-107.697509765625
439,-43.509033203125
440,-233.7177734375
441,77.921630859375
442,-255.57666015625
443,-13.40478515625
444,-135.575439453125
445,-108.56640625
446,-177.310302734375
447,-78.593017578125
448,-157.4921875
449,-117.467529296875
450,-93.515380859375
451,-118.853515625
452,-161.598876953125
453,-25.6435546875
454,-159.95654296875
455,-58.051513671875
456,-171.164794921875
457,-105.489990234375
458,-123.6240234375
459,-142.267822265625
460,-75.29248046875
461,-164.86865234375
462,-69.273681640625
463,-129.59521484375
464,-110.206298828125
465,-95.6142578125
466,9.634033203125
467,-194.981201171875
468,26.66064453125
469,-201.22119140625
470,-19.993408203125
471,-177.8427734375
472,12.89306640625
473,-203.822998046875
474,63.44384765625
475,-205.838623046875
476,59.617431640625
477,-119.814697265625
478,-37.53369140625
479,-3.385009765625
480,-161.22705078125
481,30.654296875
482,-223.928466796875
483,-3.883544921875
484,-191.24365234375
485,-226.299560546875
486,69.67919921875
487,-310.447998046875
488,113.216552734375
489,-300.373779296875
490,11.05712890625
491,-132.2099609375
492,2.2197265625
493,-185.864990234375
494,-16.29052734375
495,-159.47265625
496,68.34521484375
497,-175.294677734375
498,37.8955078125
499,-104.541748046875
500,-127.460205078125
501,-43.83154296875
502,-116.98876953125
503,-46.028564453125
504,-126.836669921875
505,-42.818115234375
506,-75.339111328125
507,25.218505859375
508,-163.295166015625
509,-105.210693359375
510,-16.5498046875
511,-98.912841796875
512,-62.23046875
