,Error
342,1.0320758819580078
343,-0.7861099243164062
344,0.14797210693359375
345,0.5378665924072266
346,1.3070602416992188
347,-0.5049343109130859
348,-0.9407405853271484
349,-0.03373908996582031
350,0.4893531799316406
351,0.3993663787841797
352,0.56829833984375
353,0.2404041290283203
354,-0.8682403564453125
355,1.9497871398925781
356,1.3872032165527344
357,1.0653915405273438
358,0.6978702545166016
359,-1.1351661682128906
360,1.027811050415039
361,-2.1023616790771484
362,-1.3820209503173828
363,2.885744094848633
364,-2.4395904541015625
365,-0.9868431091308594
366,1.3760147094726562
367,-0.7884654998779297
368,2.1167068481445312
369,-0.7275257110595703
370,-0.708465576171875
371,2.7087974548339844
372,0.4658203125
373,0.7050743103027344
374,2.1411781311035156
375,0.4270153045654297
376,0.5852565765380859
377,0.018865585327148438
378,0.1778888702392578
379,0.6225776672363281
380,0.5497283935546875
381,0.5348434448242188
382,0.5876617431640625
383,0.4870338439941406
384,0.5593757629394531
385,0.059917449951171875
386,0.6492576599121094
387,1.5931396484375
388,-0.5851268768310547
389,0.7076187133789062
390,-0.39348602294921875
391,0.7710800170898438
392,0.64935302734375
393,0.6446800231933594
394,0.652313232421875
395,1.6612396240234375
396,0.489471435546875
397,0.6215934753417969
398,0.6169509887695312
399,0.6063194274902344
400,0.7931327819824219
401,-1.3003692626953125
402,-0.4745063781738281
403,0.9118919372558594
404,3.8191051483154297
405,-0.36084747314453125
406,-1.3656005859375
407,2.605316162109375
408,-0.9903450012207031
409,-1.2968482971191406
410,2.9997291564941406
411,3.1323623657226562
412,-2.725666046142578
413,3.6461448669433594
414,-1.624237060546875
415,0.9570655822753906
416,-0.9024925231933594
417,2.8561477661132812
418,-0.503448486328125
419,1.1058731079101562
420,2.722625732421875
421,-1.824371337890625
422,-2.246349334716797
423,-1.0376167297363281
424,1.4044914245605469
425,1.280853271484375
426,2.3226585388183594
427,2.6722564697265625
428,4.380138397216797
429,-0.6053428649902344
430,2.2050437927246094
431,1.3788681030273438
432,-0.22882461547851562
433,0.8413009643554688
434,2.2537078857421875
435,0.19681739807128906
436,0.4441184997558594
437,0.4036445617675781
438,-2.5845813751220703
439,-5.064994812011719
440,-6.179237365722656
441,-2.1337814331054688
442,-2.855968475341797
443,5.869728088378906
444,3.8998947143554688
445,5.061817169189453
446,-2.920177459716797
447,6.0370941162109375
448,-0.02823638916015625
449,6.513519287109375
450,0.09344100952148438
451,-0.4435920715332031
452,0.4440116882324219
453,0.4094390869140625
454,1.2226829528808594
455,-0.68548583984375
456,3.0068931579589844
457,3.7445755004882812
458,-2.292125701904297
459,-0.9817123413085938
460,0.6242866516113281
461,-0.4370460510253906
462,2.8351364135742188
463,0.3233909606933594
464,1.8183212280273438
465,-2.4043045043945312
466,3.824512481689453
467,0.8316688537597656
468,1.340728759765625
469,-2.234405517578125
470,1.9679603576660156
471,2.759502410888672
472,0.7926483154296875
473,2.8590774536132812
474,-2.9237060546875
475,1.5028076171875
476,3.969329833984375
477,-1.9898490905761719
478,2.7746849060058594
479,-1.4384574890136719
480,0.6490020751953125
481,0.6421623229980469
482,-2.435199737548828
483,4.79656982421875
484,-1.8016891479492188
485,5.6585693359375
486,0.6620903015136719
487,1.2640571594238281
488,0.8504714965820312
489,-2.1279945373535156
490,3.8150978088378906
491,2.4209060668945312
492,2.641887664794922
493,-0.145538330078125
494,2.6310882568359375
495,2.682666778564453
496,-1.0607337951660156
497,-4.111610412597656
498,3.2008743286132812
499,1.0390357971191406
500,-6.547595977783203
